matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
3692  360705      52   2.659574    1.340426    0.663130  0.074468  0.138298      1      1  0.138298        1      Queens Park Rangers  0.297872  0.627660        1.080118   0.063830      94         39   4.712766       1.212766       0.793907    0.031915  0.095745         3         2  0.138298  Wolverhampton Wanderers    0.351064    0.840426           1.498719      0.063830              8      2011        1.000000        0.500000       0.835274       0  1328374494411
3693  360705      39   4.712766    1.212766    0.793907  0.031915  0.095745      3      2  0.138298        0  Wolverhampton Wanderers  0.351064  0.840426        1.498719   0.063830      94         52   2.659574       1.340426       0.663130    0.074468  0.138298         1         1  0.138298      Queens Park Rangers    0.297872    0.627660           1.080118      0.063830              8      2011        1.000000        2.000000       1.197211       3  1328374493658
3694  360699       5   2.308511    0.925532    0.711475  0.010638  0.117021      4      1  0.063830        0         Blackburn Rovers  0.074468  0.212766        0.166761   0.010638      94          3   5.723404       1.127660       0.834109    0.117021  0.170213         2         7  0.202128                  Arsenal    0.351064    1.223404           3.637614      0.085106              8      2011        0.315789        0.142857       0.852977       0  1328367591722
3695  360699       3   5.723404    1.127660    0.834109  0.117021  0.170213      2      7  0.202128        1                  Arsenal  0.351064  1.223404        3.637614   0.085106      94          5   2.308511       0.925532       0.711475    0.010638  0.117021         4         1  0.063830         Blackburn Rovers    0.074468    0.212766           0.166761      0.010638              8      2011        3.166667        7.000000       1.172365       3  1328367454887
3696  360696       4   2.297872    1.021277    0.690096  0.021277  0.106383      2      2  0.095745        0         Newcastle United  0.074468  0.319149        0.365236   0.031915      94          5   3.234043       1.425532       0.692483    0.148936  0.202128         1         0  0.287234         Blackburn Rovers    0.244681    0.563830           1.017509      0.031915              8      2011        0.333333        2.000000       0.996553       3  1328133472435
3697  360696       5   3.234043    1.425532    0.692483  0.148936  0.202128      1      0  0.287234        1         Blackburn Rovers  0.244681  0.563830        1.017509   0.031915      94          4   2.297872       1.021277       0.690096    0.021277  0.106383         2         2  0.095745         Newcastle United    0.074468    0.319149           0.365236      0.031915              8      2011        3.000000        0.000000       1.003459       0  1328133469471
3698  360691      56   3.408602    1.516129    0.690632  0.032258  0.150538      1      3  0.129032        1               Sunderland  0.258065  0.634409        1.371029   0.053763      93         45   3.655914       1.397849       0.721868    0.064516  0.064516         1         0  0.161290             Norwich City    0.139785    0.591398           0.644496      0.021505              8      2011        0.800000        3.000000       0.956728       3  1328133377596
3699  360698      54   6.301075    1.419355    0.815021  0.086022  0.086022      1      1  0.161290        1                   Fulham  0.322581  1.021505        0.884034   0.043011      93         35   3.440860       1.236559       0.733945    0.075269  0.064516         0         1  0.150538     West Bromwich Albion    0.107527    0.290323           1.015098      0.053763              8      2011        1.071429        1.000000       1.110466       1  1328133305433
3700  360691      45   3.655914    1.397849    0.721868  0.064516  0.064516      1      0  0.161290        0             Norwich City  0.139785  0.591398        0.644496   0.021505      93         56   3.408602       1.516129       0.690632    0.032258  0.150538         1         3  0.129032               Sunderland    0.258065    0.634409           1.371029      0.053763              8      2011        1.250000        0.000000       1.045229       0  1328133274882
3701  360698      35   3.440860    1.236559    0.733945  0.075269  0.064516      0      1  0.150538        0     West Bromwich Albion  0.107527  0.290323        1.015098   0.053763      93         54   6.301075       1.419355       0.815021    0.086022  0.086022         1         1  0.161290                   Fulham    0.322581    1.021505           0.884034      0.043011              8      2011        0.933333        1.000000       0.900523       1  1328133265280
3702  360689      30   2.397849    1.440860    0.622905  0.064516  0.118280      1      0  0.129032        1         Bolton Wanderers  0.182796  0.376344        0.501474   0.032258      93          3   5.537634       1.301075       0.808477    0.064516  0.096774         1         0  0.172043                  Arsenal    0.258065    0.602151           1.415805      0.053763              8      2011        0.750000        0.000000       0.770467       1  1328133213950
3703  360689       3   5.537634    1.301075    0.808477  0.064516  0.096774      1      0  0.172043        0                  Arsenal  0.258065  0.602151        1.415805   0.053763      93         30   2.397849       1.440860       0.622905    0.064516  0.118280         1         0  0.129032         Bolton Wanderers    0.182796    0.376344           0.501474      0.032258              8      2011        1.333333        0.000000       1.297914       1  1328133205887
3704  360695       7   6.170213    1.414894    0.812325  0.095745  0.138298      0      2  0.287234        1              Aston Villa  0.457447  1.212766        3.167809   0.117021      94         52   2.148936       1.404255       0.602985    0.031915  0.031915         1         2  0.042553      Queens Park Rangers    0.063830    0.287234           0.512164      0.031915              8      2011        6.750000        1.000000       1.347173       1  1328132376850
